"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38","invitee cannot flip ACCEPTED → DECLINED (terminal state immutable)","","2026-07-23","passed","2026-07-23","","invites — update / delete","invites — update / delete invitee cannot flip ACCEPTED → DECLINED (terminal state immutable)",""
"","33","non-member is blocked from transactions","","2026-07-23","passed","2026-07-23","","member-gated entities (smoke for the rest)","member-gated entities (smoke for the rest) non-member is blocked from transactions",""
"","35","owner can remove entries from their own invitedWorkspaceIds","","2026-07-23","passed","2026-07-23","","users/{uid} — invitedWorkspaceIds cross-user append","users/{uid} — invitedWorkspaceIds cross-user append owner can remove entries from their own invitedWorkspaceIds",""
"","19","user can self-update status to LEFT","","2026-07-23","passed","2026-07-23","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} user can self-update status to LEFT",""
"","27","owner can promote a member's role","","2026-07-23","passed","2026-07-23","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} owner can promote a member's role",""
"","23","rejects a contribution whose amount is a string","","2026-07-23","passed","2026-07-23","","savings goals (issue #244)","savings goals (issue #244) rejects a contribution whose amount is a string",""
"","19","unauthenticated user is denied","","2026-07-23","passed","2026-07-23","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} unauthenticated user is denied",""
"","43","member can update","","2026-07-23","passed","2026-07-23","","member-gated entities (accounts)","member-gated entities (accounts) member can update",""
"","21","user CANNOT self-set status to REMOVED","","2026-07-23","passed","2026-07-23","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} user CANNOT self-set status to REMOVED",""
"","40","attacker CANNOT self-create by pointing at an invite addressed to someone else","","2026-07-23","passed","2026-07-23","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} attacker CANNOT self-create by pointing at an invite addressed to someone else",""
"","21","member can tombstone a goal via update","","2026-07-23","passed","2026-07-23","","savings goals (issue #244)","savings goals (issue #244) member can tombstone a goal via update",""
"","38","sender cannot remove entries from invitedWorkspaceIds","","2026-07-23","passed","2026-07-23","","users/{uid} — invitedWorkspaceIds cross-user append","users/{uid} — invitedWorkspaceIds cross-user append sender cannot remove entries from invitedWorkspaceIds",""
"","47","member can create + read in transactions","","2026-07-23","passed","2026-07-23","","member-gated entities (smoke for the rest)","member-gated entities (smoke for the rest) member can create + read in transactions",""
"","71","an evicted (REMOVED) member can no longer read","","2026-07-23","passed","2026-07-23","","member-gated entities (accounts)","member-gated entities (accounts) an evicted (REMOVED) member can no longer read",""
"","23","create blocked when clientVersionCode missing","","2026-07-23","passed","2026-07-23","","workspaces/{wid}","workspaces/{wid} create blocked when clientVersionCode missing",""
"","18","unauthenticated user cannot delete a user document","","2026-07-23","passed","2026-07-23","","users/{uid}","users/{uid} unauthenticated user cannot delete a user document",""
"","20","user can create their own document","","2026-07-23","passed","2026-07-23","","users/{uid}","users/{uid} user can create their own document",""
"","28","recipient can collection-group query by email","","2026-07-23","passed","2026-07-23","","invites — read","invites — read recipient can collection-group query by email",""
"","19","invitee without email claim can accept via targetUserId branch","","2026-07-23","passed","2026-07-23","","invites — update / delete","invites — update / delete invitee without email claim can accept via targetUserId branch",""
"","32","rejects a budget whose startDate is a number","","2026-07-23","passed","2026-07-23","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) rejects a budget whose startDate is a number",""
"","20","user cannot squat on someone else's email key (mapping to own uid)","","2026-07-23","passed","2026-07-23","","userEmails/{email}","userEmails/{email} user cannot squat on someone else's email key (mapping to own uid)",""
"","26","rejects an account whose string name is a number","","2026-07-23","passed","2026-07-23","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) rejects an account whose string name is a number",""
"","71","member can create","","2026-07-23","passed","2026-07-23","","member-gated entities (accounts)","member-gated entities (accounts) member can create",""
"","62","authenticated user can read app config","","2026-07-23","passed","2026-07-23","","appConfig/{docId}","appConfig/{docId} authenticated user can read app config",""
"","20","owner cannot create an invite stamped with a different invitedByUserId","","2026-07-23","passed","2026-07-23","","invites — write","invites — write owner cannot create an invite stamped with a different invitedByUserId",""
"","22","non-owner cannot create an invite","","2026-07-23","passed","2026-07-23","","invites — write","invites — write non-owner cannot create an invite",""
"","34","non-invited stranger CANNOT self-create a member row","","2026-07-23","passed","2026-07-23","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} non-invited stranger CANNOT self-create a member row",""
"","34","owner can hard-delete an entity doc (account-deletion purge)","","2026-07-23","passed","2026-07-23","","member-gated entities (accounts)","member-gated entities (accounts) owner can hard-delete an entity doc (account-deletion purge)",""
"","22","non-member cannot tombstone an account","","2026-07-23","passed","2026-07-23","","tombstone update shape (push-side soft delete)","tombstone update shape (push-side soft delete) non-member cannot tombstone an account",""
"","28","owner can cancel a PENDING invite","","2026-07-23","passed","2026-07-23","","invites — update / delete","invites — update / delete owner can cancel a PENDING invite",""
"","24","accepts a category from an older client that omits iconKey and hue","","2026-07-23","passed","2026-07-23","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) accepts a category from an older client that omits iconKey and hue",""
"","31","rejects a nullable field with a wrong non-null type (deletedAt as string)","","2026-07-23","passed","2026-07-23","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) rejects a nullable field with a wrong non-null type (deletedAt as string)",""
