"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","default constructor builds an active scope[jvm]","","2026-07-29","passed","2026-07-29","","ApplicationScopeSpec[jvm]","com.georgeci.moneysurfer.sync.runtime.ApplicationScopeSpec",""
"","12","starts in Loading before categories arrive[jvm]","","2026-07-29","passed","2026-07-29","","CategoryChooserViewModelTest[jvm]","com.georgeci.moneysurfer.feature.category.picker.CategoryChooserViewModelTest",""
"","0","onSyncCancelled is callable[jvm]","","2026-07-29","passed","2026-07-29","","SyncTelemetryNoOpSpec[jvm]","com.georgeci.moneysurfer.sync.telemetry.SyncTelemetryNoOpSpec",""
"","7","a hand-edited tag cell is re-normalised on the way in[jvm]","","2026-07-29","passed","2026-07-29","","TransactionCsvCodecTest[jvm]","com.georgeci.moneysurfer.domain.csv.TransactionCsvCodecTest",""
"","24","rejects a budget whose categoryIds is a CSV string instead of a list","","2026-07-29","passed","2026-07-29","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) rejects a budget whose categoryIds is a CSV string instead of a list",""
"","12","removing a row drops it and offers its chip again[jvm]","","2026-07-29","passed","2026-07-29","","AccountCreationViewModelTest[jvm]","com.georgeci.moneysurfer.feature.account.creation.AccountCreationViewModelTest",""
"","7","localized composeResources string files are discovered[jvm]","","2026-07-29","passed","2026-07-29","","StringResourceParityTest[jvm]","com.georgeci.moneysurfer.utils.StringResourceParityTest",""
"","11","submitting a valid email with no password reports PasswordRequired[jvm]","","2026-07-29","passed","2026-07-29","","SignInViewModelTest[jvm]","com.georgeci.moneysurfer.feature.login.SignInViewModelTest",""
"","24","blank stored falls back to operationAt in UTC[jvm]","","2026-07-29","passed","2026-07-29","","ResolveLegacyOperationDateTest[jvm]","com.georgeci.moneysurfer.data.repository.ResolveLegacyOperationDateTest",""
"","13","a whitespace-only email is reported as missing, not as malformed[jvm]","","2026-07-29","passed","2026-07-29","","SignInViewModelTest[jvm]","com.georgeci.moneysurfer.feature.login.SignInViewModelTest",""
"","3","a warning without a throwable only leaves a breadcrumb[jvm]","","2026-07-29","passed","2026-07-29","","CrashReportingLogWriterTest[jvm]","com.georgeci.moneysurfer.domain.telemetry.CrashReportingLogWriterTest",""
"","4","round-trips every variant in the pre-engine wire format[jvm]","","2026-07-29","passed","2026-07-29","","PaletteSourceCodecTest[jvm]","com.georgeci.moneysurfer.data.config.PaletteSourceCodecTest",""
"","714","the domain's icon keys are exactly the ones uikit can render[jvm]","","2026-07-29","passed","2026-07-29","","CategoryPaletteParityTest[jvm]","com.georgeci.moneysurfer.feature.category.CategoryPaletteParityTest",""
"","8","registers the pushed workspace under the signed-in user[jvm]","","2026-07-29","passed","2026-07-29","","WorkspaceRefRegistrarSpec[jvm]","com.georgeci.moneysurfer.data.sync.WorkspaceRefRegistrarSpec",""
"","34","attacker CANNOT self-create by pointing at an invite addressed to someone else","","2026-07-29","passed","2026-07-29","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} attacker CANNOT self-create by pointing at an invite addressed to someone else",""
"","20","a local apply failure still aborts the pull[jvm]","","2026-07-29","passed","2026-07-29","","PullRemoteChangesUseCaseImplSpec[jvm]","com.georgeci.moneysurfer.data.sync.PullRemoteChangesUseCaseImplSpec",""
"","8","amount_minor at the domain cap is accepted[jvm]","","2026-07-29","passed","2026-07-29","","TransactionCsvCodecTest[jvm]","com.georgeci.moneysurfer.domain.csv.TransactionCsvCodecTest",""
