"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33","non-member is blocked from budgets","","2026-07-23","passed","2026-07-23","","member-gated entities (smoke for the rest)","member-gated entities (smoke for the rest) non-member is blocked from budgets",""
"","20","owner can update workspace metadata","","2026-07-23","passed","2026-07-23","","workspaces/{wid}","workspaces/{wid} owner can update workspace metadata",""
"","41","non-owner cannot create an invite","","2026-07-23","passed","2026-07-23","","invites — write","invites — write non-owner cannot create an invite",""
"","18","unauthenticated user is denied","","2026-07-23","passed","2026-07-23","","workspaces/{wid}","workspaces/{wid} unauthenticated user is denied",""
"","37","unauthenticated user cannot read userEmails (auth required)","","2026-07-23","passed","2026-07-23","","userEmails/{email}","userEmails/{email} unauthenticated user cannot read userEmails (auth required)",""
"","64","member can create","","2026-07-23","passed","2026-07-23","","member-gated entities (accounts)","member-gated entities (accounts) member can create",""
"","21","non-member cannot tombstone an account","","2026-07-23","passed","2026-07-23","","tombstone update shape (push-side soft delete)","tombstone update shape (push-side soft delete) non-member cannot tombstone an account",""
"","22","rejects a non-string transaction merchant","","2026-07-23","passed","2026-07-23","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) rejects a non-string transaction merchant",""
"","26","invitee accept via full set() (mirrors outbox upload path)","","2026-07-23","passed","2026-07-23","","invites — update / delete","invites — update / delete invitee accept via full set() (mirrors outbox upload path)",""
"","22","owner can tombstone an invite","","2026-07-23","passed","2026-07-23","","tombstone update shape (push-side soft delete)","tombstone update shape (push-side soft delete) owner can tombstone an invite",""
"","26","member can tombstone an account","","2026-07-23","passed","2026-07-23","","tombstone update shape (push-side soft delete)","tombstone update shape (push-side soft delete) member can tombstone an account",""
"","33","rejects an account whose string name is a number","","2026-07-23","passed","2026-07-23","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) rejects an account whose string name is a number",""
"","24","accepts a negative contribution amount (a withdrawal)","","2026-07-23","passed","2026-07-23","","savings goals (issue #244)","savings goals (issue #244) accepts a negative contribution amount (a withdrawal)",""
"","49","accepts a fully-populated, correctly-typed account","","2026-07-23","passed","2026-07-23","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) accepts a fully-populated, correctly-typed account",""
"","21","member can tombstone their own row (self-leave: role and status unchanged)","","2026-07-23","passed","2026-07-23","","tombstone update shape (push-side soft delete)","tombstone update shape (push-side soft delete) member can tombstone their own row (self-leave: role and status unchanged)",""
"","20","user can write their own email mapping","","2026-07-23","passed","2026-07-23","","userEmails/{email}","userEmails/{email} user can write their own email mapping",""
"","21","user cannot map a foreign uid to their own email","","2026-07-23","passed","2026-07-23","","userEmails/{email}","userEmails/{email} user cannot map a foreign uid to their own email",""
"","24","user CANNOT self-set status to REMOVED","","2026-07-23","passed","2026-07-23","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} user CANNOT self-set status to REMOVED",""
"","40","sender cannot remove entries from invitedWorkspaceIds","","2026-07-23","passed","2026-07-23","","users/{uid} — invitedWorkspaceIds cross-user append","users/{uid} — invitedWorkspaceIds cross-user append sender cannot remove entries from invitedWorkspaceIds",""
"","22","owner can create a member row for someone else (no invite reference needed)","","2026-07-23","passed","2026-07-23","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} owner can create a member row for someone else (no invite reference needed)",""
"","21","stranger cannot read someone else's invite by direct id","","2026-07-23","passed","2026-07-23","","invites — read","invites — read stranger cannot read someone else's invite by direct id",""
"","50","an evicted (REMOVED) member can no longer read","","2026-07-23","passed","2026-07-23","","member-gated entities (accounts)","member-gated entities (accounts) an evicted (REMOVED) member can no longer read",""
"","41","invitee can accept by targetUserId match","","2026-07-23","passed","2026-07-23","","invites — update / delete","invites — update / delete invitee can accept by targetUserId match",""
"","40","create blocked when clientVersionCode is below floor (0)","","2026-07-23","passed","2026-07-23","","member-gated entities (accounts)","member-gated entities (accounts) create blocked when clientVersionCode is below floor (0)",""
"","20","user cannot delete another user's document","","2026-07-23","passed","2026-07-23","","users/{uid}","users/{uid} user cannot delete another user's document",""
"","22","rejects a goal whose hue is a string","","2026-07-23","passed","2026-07-23","","savings goals (issue #244)","savings goals (issue #244) rejects a goal whose hue is a string",""
"","60","invited user CAN self-create referencing an already-ACCEPTED invite (push-order/idempotent)","","2026-07-23","passed","2026-07-23","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} invited user CAN self-create referencing an already-ACCEPTED invite (push-order/idempotent)",""
"","41","invited user CANNOT self-create against a CANCELLED invite","","2026-07-23","passed","2026-07-23","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} invited user CANNOT self-create against a CANCELLED invite",""
"","23","accepts a minimal goal with default-valued fields omitted","","2026-07-23","passed","2026-07-23","","savings goals (issue #244)","savings goals (issue #244) accepts a minimal goal with default-valued fields omitted",""
"","45","member can create + read in recurringRules","","2026-07-23","passed","2026-07-23","","member-gated entities (smoke for the rest)","member-gated entities (smoke for the rest) member can create + read in recurringRules",""
"","24","member can tombstone a goal via update","","2026-07-23","passed","2026-07-23","","savings goals (issue #244)","savings goals (issue #244) member can tombstone a goal via update",""
"","26","rejects the issue scenario: transaction amount as a string","","2026-07-23","passed","2026-07-23","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) rejects the issue scenario: transaction amount as a string",""
"","57","member can create + read in budgets","","2026-07-23","passed","2026-07-23","","member-gated entities (smoke for the rest)","member-gated entities (smoke for the rest) member can create + read in budgets",""
"","48","member can update","","2026-07-23","passed","2026-07-23","","member-gated entities (accounts)","member-gated entities (accounts) member can update",""
"","21","non-owner member cannot update workspace metadata","","2026-07-23","passed","2026-07-23","","workspaces/{wid}","workspaces/{wid} non-owner member cannot update workspace metadata",""
"","43","user cannot delete a mapping pointing at another uid","","2026-07-23","passed","2026-07-23","","userEmails/{email}","userEmails/{email} user cannot delete a mapping pointing at another uid",""
"","26","owner create blocked when status != PENDING","","2026-07-23","passed","2026-07-23","","invites — write","invites — write owner create blocked when status != PENDING",""
"","256","unauthenticated user can read app config (force-update gate)","","2026-07-23","passed","2026-07-23","","appConfig/{docId}","appConfig/{docId} unauthenticated user can read app config (force-update gate)",""
"","24","recipient can collection-group query by email","","2026-07-23","passed","2026-07-23","","invites — read","invites — read recipient can collection-group query by email",""
"","18","create blocked when clientVersionCode is below floor","","2026-07-23","passed","2026-07-23","","workspaces/{wid}","workspaces/{wid} create blocked when clientVersionCode is below floor",""
"","49","rejects a poison update of an existing category (hue as string)","","2026-07-23","passed","2026-07-23","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) rejects a poison update of an existing category (hue as string)",""
"","35","non-member is blocked from transactions","","2026-07-23","passed","2026-07-23","","member-gated entities (smoke for the rest)","member-gated entities (smoke for the rest) non-member is blocked from transactions",""
"","20","non-owner member cannot hard-delete the workspace doc","","2026-07-23","passed","2026-07-23","","workspaces/{wid}","workspaces/{wid} non-owner member cannot hard-delete the workspace doc",""
"","20","non-owner member cannot tombstone the workspace root doc","","2026-07-23","passed","2026-07-23","","tombstone update shape (push-side soft delete)","tombstone update shape (push-side soft delete) non-owner member cannot tombstone the workspace root doc",""
"","19","stranger cannot hard-delete the workspace doc","","2026-07-23","passed","2026-07-23","","workspaces/{wid}","workspaces/{wid} stranger cannot hard-delete the workspace doc",""
"","38","invited user CAN self-create when the doc points at their PENDING invite","","2026-07-23","passed","2026-07-23","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} invited user CAN self-create when the doc points at their PENDING invite",""
"","25","accepts a category nested under a parent","","2026-07-23","passed","2026-07-23","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) accepts a category nested under a parent",""
"","38","member can tombstone in transactions","","2026-07-23","passed","2026-07-23","","tombstone update shape (push-side soft delete)","tombstone update shape (push-side soft delete) member can tombstone in transactions",""
"","39","an evicted (REMOVED) member can no longer read the roster","","2026-07-23","passed","2026-07-23","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} an evicted (REMOVED) member can no longer read the roster",""
"","26","user without an email claim (e.g. anonymous) cannot write","","2026-07-23","passed","2026-07-23","","userEmails/{email}","userEmails/{email} user without an email claim (e.g. anonymous) cannot write",""
"","90","recipient can collection-group query by targetUserId","","2026-07-23","passed","2026-07-23","","invites — read","invites — read recipient can collection-group query by targetUserId",""
"","56","an evicted (REMOVED) member can no longer write","","2026-07-23","passed","2026-07-23","","member-gated entities (accounts)","member-gated entities (accounts) an evicted (REMOVED) member can no longer write",""
"","34","owner cannot create an invite stamped with a different invitedByUserId","","2026-07-23","passed","2026-07-23","","invites — write","invites — write owner cannot create an invite stamped with a different invitedByUserId",""
"","25","rejects a poison update of an existing goal (target as string)","","2026-07-23","passed","2026-07-23","","savings goals (issue #244)","savings goals (issue #244) rejects a poison update of an existing goal (target as string)",""
"","26","recipient without email claim can still query by targetUserId","","2026-07-23","passed","2026-07-23","","invites — read","invites — read recipient without email claim can still query by targetUserId",""
"","42","sender cannot append when list is already at cap (100)","","2026-07-23","passed","2026-07-23","","users/{uid} — invitedWorkspaceIds cross-user append","users/{uid} — invitedWorkspaceIds cross-user append sender cannot append when list is already at cap (100)",""
"","31","invite sender can append one wid to recipient invitedWorkspaceIds","","2026-07-23","passed","2026-07-23","","users/{uid} — invitedWorkspaceIds cross-user append","users/{uid} — invitedWorkspaceIds cross-user append invite sender can append one wid to recipient invitedWorkspaceIds",""
"","41","invitee can re-push the same terminal status (idempotent)","","2026-07-23","passed","2026-07-23","","invites — update / delete","invites — update / delete invitee can re-push the same terminal status (idempotent)",""
"","33","accepts a minimal account (default-valued fields omitted)","","2026-07-23","passed","2026-07-23","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) accepts a minimal account (default-valued fields omitted)",""
"","18","signed-in user can create a workspace they own","","2026-07-23","passed","2026-07-23","","workspaces/{wid}","workspaces/{wid} signed-in user can create a workspace they own",""
"","45","signed-in user can read a userEmails doc by exact key","","2026-07-23","passed","2026-07-23","","userEmails/{email}","userEmails/{email} signed-in user can read a userEmails doc by exact key",""
"","44","non-member cannot create","","2026-07-23","passed","2026-07-23","","member-gated entities (accounts)","member-gated entities (accounts) non-member cannot create",""
"","25","rejects a category whose iconKey is a number","","2026-07-23","passed","2026-07-23","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) rejects a category whose iconKey is a number",""
"","40","member can tombstone in categories","","2026-07-23","passed","2026-07-23","","tombstone update shape (push-side soft delete)","tombstone update shape (push-side soft delete) member can tombstone in categories",""
"","19","owner can hard-delete the workspace doc (account-deletion purge)","","2026-07-23","passed","2026-07-23","","workspaces/{wid}","workspaces/{wid} owner can hard-delete the workspace doc (account-deletion purge)",""
"","28","accepts a category from an older client that omits iconKey and hue","","2026-07-23","passed","2026-07-23","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) accepts a category from an older client that omits iconKey and hue",""
"","18","unauthenticated user is denied","","2026-07-23","passed","2026-07-23","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} unauthenticated user is denied",""
"","48","invitee can decline by email match (no targetUserId on doc)","","2026-07-23","passed","2026-07-23","","invites — update / delete","invites — update / delete invitee can decline by email match (no targetUserId on doc)",""
"","44","member can read the workspace invite roster","","2026-07-23","passed","2026-07-23","","invites — read","invites — read member can read the workspace invite roster",""
"","25","sender cannot touch any other field alongside invitedWorkspaceIds","","2026-07-23","passed","2026-07-23","","users/{uid} — invitedWorkspaceIds cross-user append","users/{uid} — invitedWorkspaceIds cross-user append sender cannot touch any other field alongside invitedWorkspaceIds",""
"","25","user cannot create a workspace owned by someone else","","2026-07-23","passed","2026-07-23","","workspaces/{wid}","workspaces/{wid} user cannot create a workspace owned by someone else",""
