"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7","markRemoved on missing row is a no-op[jvm]","","2026-07-16","passed","2026-07-16","","WorkspaceMemberRepositoryDualWriteSpec[jvm]","com.georgeci.moneysurfer.data.repository.WorkspaceMemberRepositoryDualWriteSpec",""
"","2","SerializationException maps to Unknown[jvm]","","2026-07-16","passed","2026-07-16","","SyncErrorClassifierSpec[jvm]","com.georgeci.moneysurfer.data.sync.SyncErrorClassifierSpec",""
"","6","create income increments cache by +amount[jvm]","","2026-07-16","passed","2026-07-16","","ApplyTransactionChangeUseCaseTest[jvm]","com.georgeci.moneysurfer.domain.usecase.ApplyTransactionChangeUseCaseTest",""
"","8","repairs lagging accounts when the workspace currency already matches (retry path)[jvm]","","2026-07-16","passed","2026-07-16","","UpdateWorkspaceCurrencyUseCaseTest[jvm]","com.georgeci.moneysurfer.domain.usecase.UpdateWorkspaceCurrencyUseCaseTest",""
"","0","'1.999' (three decimal digits)[jvm]","","2026-07-17","passed","2026-07-17","","AmountInputTransformationTest[jvm]","com.georgeci.moneysurfer.utils.AmountInputTransformationTest",""
"","129","online build registers SignInFeatureConfig with every entry point enabled()[jvm]","","2026-07-16","passed","2026-07-16","","OnlineSignInModuleTest[jvm]","com.georgeci.moneysurfer.di.OnlineSignInModuleTest",""
"","10","first pull starts from cursor 0 and advances the cursor to the newest doc[jvm]","","2026-07-16","passed","2026-07-16","","PullRemoteChangesUseCaseImplSpec[jvm]","com.georgeci.moneysurfer.data.sync.PullRemoteChangesUseCaseImplSpec",""
"","2","opening_balance contributes +amount on its account[jvm]","","2026-07-16","passed","2026-07-16","","BalanceImpactTest[jvm]","com.georgeci.moneysurfer.domain.model.BalanceImpactTest",""
"","53","updates the workspace baseCurrency column in Room[jvm]","","2026-07-16","passed","2026-07-16","","WorkspaceCurrencyIntegrationIT[jvm]","com.georgeci.moneysurfer.integration.repository.WorkspaceCurrencyIntegrationIT",""
"","27","owner create blocked when status != PENDING","","2026-07-17","passed","2026-07-17","","invites — write","invites — write owner create blocked when status != PENDING",""
"","8","an ordinary note is not prefixed[jvm]","","2026-07-16","passed","2026-07-16","","TransactionCsvCodecTest[jvm]","com.georgeci.moneysurfer.domain.csv.TransactionCsvCodecTest",""
"","10","creates workspace, default categories, and a Cash account on first run[jvm]","","2026-07-16","passed","2026-07-16","","SeedDefaultsUseCaseTest[jvm]","com.georgeci.moneysurfer.domain.usecase.SeedDefaultsUseCaseTest",""
"","6","cancelCurrent terminates running with Cancelled[jvm]","","2026-07-16","passed","2026-07-16","","SyncCoordinatorImplSpec[jvm]","com.georgeci.moneysurfer.sync.coordinator.SyncCoordinatorImplSpec",""
"","2","isEnabled is true when signed in and gate allows[jvm]","","2026-07-16","passed","2026-07-16","","OutboxEnqueuerImplSpec[jvm]","com.georgeci.moneysurfer.sync.repository.OutboxEnqueuerImplSpec",""
"","29","owner can cancel a PENDING invite","","2026-07-17","passed","2026-07-17","","invites — update / delete","invites — update / delete owner can cancel a PENDING invite",""
"","21","failure on the first mutation fails the whole batch and completes nothing[jvm]","","2026-07-16","passed","2026-07-16","","UploadPendingChangesUseCaseImplSpec[jvm]","com.georgeci.moneysurfer.data.sync.UploadPendingChangesUseCaseImplSpec",""
"","7","restore flips archived flag back[jvm]","","2026-07-16","passed","2026-07-16","","ArchiveAccountUseCaseTest[jvm]","com.georgeci.moneysurfer.domain.usecase.ArchiveAccountUseCaseTest",""
"","2","opening_balance is excluded from income/expense[jvm]","","2026-07-16","passed","2026-07-16","","PeriodTotalsTest[jvm]","com.georgeci.moneysurfer.domain.model.PeriodTotalsTest",""
"","43","toScope maps each reason[jvm]","","2026-07-16","passed","2026-07-16","","SyncScopeSpec[jvm]","com.georgeci.moneysurfer.sync.api.SyncScopeSpec",""
"","11","amount_minor beyond the domain cap is rejected as invalid amount_minor[jvm]","","2026-07-16","passed","2026-07-16","","TransactionCsvCodecTest[jvm]","com.georgeci.moneysurfer.domain.csv.TransactionCsvCodecTest",""
"","38","cross-currency transfer stores fromMoney/toMoney on respective legs with each account's currencyCode[jvm]","","2026-07-16","passed","2026-07-16","","TransferCreationIntegrationIT[jvm]","com.georgeci.moneysurfer.integration.repository.TransferCreationIntegrationIT",""
"","16","awaitNetwork bounded timeout fails with NetworkUnavailable[jvm]","","2026-07-16","passed","2026-07-16","","SyncCoordinatorImplSpec[jvm]","com.georgeci.moneysurfer.sync.coordinator.SyncCoordinatorImplSpec",""
"","40","push failure completes the uploaded prefix and fails the remainder[jvm]","","2026-07-16","passed","2026-07-16","","UploadPendingChangesUseCaseImplSpec[jvm]","com.georgeci.moneysurfer.data.sync.UploadPendingChangesUseCaseImplSpec",""
"","0","'1.2.3' (multiple dots)[jvm]","","2026-07-17","passed","2026-07-17","","AmountInputTransformationTest[jvm]","com.georgeci.moneysurfer.utils.AmountInputTransformationTest",""
"","3","DELETE operation roundtrips through the entity layer[jvm]","","2026-07-16","passed","2026-07-16","","PendingMutationQueueImplSpec[jvm]","com.georgeci.moneysurfer.sync.internal.repository.PendingMutationQueueImplSpec",""
"","5","enqueue stores entity with PENDING status and roundtrips fields[jvm]","","2026-07-16","passed","2026-07-16","","PendingMutationQueueImplSpec[jvm]","com.georgeci.moneysurfer.sync.internal.repository.PendingMutationQueueImplSpec",""
"","2","times that overflows Long throws instead of wrapping[jvm]","","2026-07-16","passed","2026-07-16","","MoneyTest[jvm]","com.georgeci.moneysurfer.domain.primitives.MoneyTest",""
"","2","no enqueue when uid is empty string[jvm]","","2026-07-16","passed","2026-07-16","","OutboxEnqueuerImplSpec[jvm]","com.georgeci.moneysurfer.sync.repository.OutboxEnqueuerImplSpec",""
"","10","markCompleted removes rows[jvm]","","2026-07-16","passed","2026-07-16","","PendingMutationQueueImplSpec[jvm]","com.georgeci.moneysurfer.data.sync.PendingMutationQueueImplSpec",""
"","1","set merge picks smallest bounded timeout[jvm]","","2026-07-16","passed","2026-07-16","","NetworkWaitModeSpec[jvm]","com.georgeci.moneysurfer.sync.network.NetworkWaitModeSpec",""
"","17","unauthenticated user is denied","","2026-07-17","passed","2026-07-17","","users/{uid}","users/{uid} unauthenticated user is denied",""
"","3","minus that overflows Long throws instead of wrapping[jvm]","","2026-07-16","passed","2026-07-16","","MoneyTest[jvm]","com.georgeci.moneysurfer.domain.primitives.MoneyTest",""
"","34","every field survives an encode/decode round-trip[jvm]","","2026-07-16","passed","2026-07-16","","TransactionCsvCodecTest[jvm]","com.georgeci.moneysurfer.domain.csv.TransactionCsvCodecTest",""
"","6","creates the system Transfer category lazily when the workspace is missing it[jvm]","","2026-07-16","passed","2026-07-16","","CreateTransferUseCaseTest[jvm]","com.georgeci.moneysurfer.domain.usecase.CreateTransferUseCaseTest",""
"","4","enqueueDelete is a no-op when demo session[jvm]","","2026-07-16","passed","2026-07-16","","OutboxEnqueuerSpec[jvm]","com.georgeci.moneysurfer.data.sync.OutboxEnqueuerSpec",""
"","8","archive missing the main DB entry surfaces MissingFile[jvm]","","2026-07-16","passed","2026-07-16","","BackupImporterImplJvmTest[jvm]","com.georgeci.moneysurfer.data.backup.BackupImporterImplJvmTest",""
"","7","leftAt path keeps role unchanged and status flipped to LEFT[jvm]","","2026-07-16","passed","2026-07-16","","WorkspaceMemberRepositoryIntegrationIT[jvm]","com.georgeci.moneysurfer.integration.repository.WorkspaceMemberRepositoryIntegrationIT",""
"","6","awaitNetwork indefinite proceeds when network returns[jvm]","","2026-07-16","passed","2026-07-16","","SyncCoordinatorImplSpec[jvm]","com.georgeci.moneysurfer.sync.coordinator.SyncCoordinatorImplSpec",""
"","16","unparseable amount is rejected as invalid amount_minor[jvm]","","2026-07-16","passed","2026-07-16","","TransactionCsvCodecTest[jvm]","com.georgeci.moneysurfer.domain.csv.TransactionCsvCodecTest",""
"","1","CompositeCancelToken throwIfCancelled when partial does not throw[jvm]","","2026-07-16","passed","2026-07-16","","SyncCancelTokenSpec[jvm]","com.georgeci.moneysurfer.sync.api.SyncCancelTokenSpec",""
"","47","invited user CANNOT self-create against a CANCELLED invite","","2026-07-17","passed","2026-07-17","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} invited user CANNOT self-create against a CANCELLED invite",""
"","2","CompositeCancelToken throwIfCancelled when all cancelled throws[jvm]","","2026-07-16","passed","2026-07-16","","SyncCancelTokenSpec[jvm]","com.georgeci.moneysurfer.sync.api.SyncCancelTokenSpec",""
"","24","owner can create a member row for someone else (no invite reference needed)","","2026-07-17","passed","2026-07-17","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} owner can create a member row for someone else (no invite reference needed)",""
"","3","ConflictResolution.Skip is a singleton[jvm]","","2026-07-16","passed","2026-07-16","","ConflictResolverSpec[jvm]","com.georgeci.moneysurfer.sync.repository.ConflictResolverSpec",""
"","17","user CANNOT self-set status to REMOVED","","2026-07-17","passed","2026-07-17","","workspaces/{wid}/members/{uid}","workspaces/{wid}/members/{uid} user CANNOT self-set status to REMOVED",""
"","26","a foreign CSV header fails the whole import[jvm]","","2026-07-16","passed","2026-07-16","","ExportImportTransactionsUseCaseTest[jvm]","com.georgeci.moneysurfer.domain.csv.ExportImportTransactionsUseCaseTest",""
"","34","member can create + read in budgets","","2026-07-17","passed","2026-07-17","","member-gated entities (smoke for the rest)","member-gated entities (smoke for the rest) member can create + read in budgets",""
"","10","matches java.util.zip.CRC32 for empty input[jvm]","","2026-07-16","passed","2026-07-16","","Crc32JvmTest[jvm]","com.georgeci.moneysurfer.data.backup.Crc32JvmTest",""
"","0","'00' (double leading zero)[jvm]","","2026-07-17","passed","2026-07-17","","AmountInputTransformationTest[jvm]","com.georgeci.moneysurfer.utils.AmountInputTransformationTest",""
"","5","setCursor inserts a fresh row when none exists[jvm]","","2026-07-16","passed","2026-07-16","","SyncMetaRepositoryImplSpec[jvm]","com.georgeci.moneysurfer.sync.internal.repository.SyncMetaRepositoryImplSpec",""
"","18","rejects when no registered user for email[jvm]","","2026-07-16","passed","2026-07-16","","SendInviteUseCaseTest[jvm]","com.georgeci.moneysurfer.domain.usecase.SendInviteUseCaseTest",""
"","2","workspace root document is applied before subcollection plugins[jvm]","","2026-07-16","passed","2026-07-16","","PullRemoteChangesUseCaseImplSpec[jvm]","com.georgeci.moneysurfer.data.sync.PullRemoteChangesUseCaseImplSpec",""
"","26","accepts a nullable field set explicitly to null (deletedAt)","","2026-07-17","passed","2026-07-17","","entity write-shape validation (issue #156)","entity write-shape validation (issue #156) accepts a nullable field set explicitly to null (deletedAt)",""
"","7","UploadOnly scope skips pull and recalc[jvm]","","2026-07-16","passed","2026-07-16","","SyncCoordinatorImplSpec[jvm]","com.georgeci.moneysurfer.sync.coordinator.SyncCoordinatorImplSpec",""
