"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","local pointer survives a remote failure[jvm]","","2026-07-30","passed","2026-07-30","","SelectWorkspaceUseCaseTest[jvm]","com.georgeci.moneysurfer.domain.usecase.SelectWorkspaceUseCaseTest",""
"","11","search narrows the grid by name[jvm]","","2026-07-30","passed","2026-07-30","","CategoryChooserViewModelTest[jvm]","com.georgeci.moneysurfer.feature.category.picker.CategoryChooserViewModelTest",""
"","170","the message line under a field is reserved, so an error does not move what follows[jvm]","","2026-07-30","passed","2026-07-30","","SurferFormFieldTest[jvm]","com.georgeci.moneysurfer.ui.SurferFormFieldTest",""
"","26","clearing one override leaves the others alone[jvm]","","2026-07-30","passed","2026-07-30","","DebugConfigSourceImplJvmTest[jvm]","com.georgeci.moneysurfer.data.config.DebugConfigSourceImplJvmTest",""
"","1","an empty accounts table survives the backfill[jvm]","","2026-07-30","passed","2026-07-30","","AccountSortOrderMigrationIT[jvm]","com.georgeci.moneysurfer.integration.repository.AccountSortOrderMigrationIT",""
"","1","an inactive budget stays inactive across the wire[jvm]","","2026-07-30","passed","2026-07-30","","WorkspaceScopedDtoMapperSpec[jvm]","com.georgeci.moneysurfer.data.sync.WorkspaceScopedDtoMapperSpec",""
"","293","composition renders with no display attached[jvm]","","2026-07-30","passed","2026-07-30","","SignInScreenStateTest[jvm]","com.georgeci.moneysurfer.ui.SignInScreenStateTest",""
"","16","RemoteGlobal cannot override a host fact even when it names one[jvm]","","2026-07-30","passed","2026-07-30","","LayeredConfigSpec[jvm]","com.georgeci.moneysurfer.appconfig.LayeredConfigSpec",""
"","83","an installed reporter receives logged errors[jvm]","","2026-07-30","passed","2026-07-30","","CrashReportingTest[jvm]","com.georgeci.moneysurfer.domain.telemetry.CrashReportingTest",""
"","6","pushes to Firestore and updates user ref + default when Firebase uid present[jvm]","","2026-07-30","passed","2026-07-30","","CreateWorkspaceUseCaseTest[jvm]","com.georgeci.moneysurfer.domain.usecase.CreateWorkspaceUseCaseTest",""
"","51","saving a split writes one leg per line, sharing a split id[jvm]","","2026-07-30","passed","2026-07-30","","TransactionCreationSplitTest[jvm]","com.georgeci.moneysurfer.feature.transaction.creation.TransactionCreationSplitTest",""
"","30","a category survives the round trip, appearance and system marker included[jvm]","","2026-07-30","passed","2026-07-30","","WorkspaceScopedDtoMapperSpec[jvm]","com.georgeci.moneysurfer.data.sync.WorkspaceScopedDtoMapperSpec",""
"","19","an upsert for a locally deleted row writes nothing[jvm]","","2026-07-30","passed","2026-07-30","","TransactionSyncPluginIT[jvm]","com.georgeci.moneysurfer.integration.plugin.TransactionSyncPluginIT",""
"","3","onboarding stays device-scoped, so a logout cannot replay it[jvm]","","2026-07-30","passed","2026-07-30","","ConfigKeyScopeTest[jvm]","com.georgeci.moneysurfer.data.config.ConfigKeyScopeTest",""
